"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
2,1.46054577827454,"fixest logit",3,"simple",3,1e+06
3,1.93560886383057,"GLFixedEffectModels logit",2,"simple",3,1e+06
3,0.796109676361084,"fixest logit",2,"simple",3,1e+06
3,3.24921703338623,"GLFixedEffectModels logit",3,"simple",3,1e+06
3,1.71638059616089,"fixest logit",3,"simple",3,1e+06
4,1.94980096817017,"GLFixedEffectModels logit",2,"simple",3,1e+06
4,0.79932427406311,"fixest logit",2,"simple",3,1e+06
4,2.97718715667725,"GLFixedEffectModels logit",3,"simple",3,1e+06
4,1.32893824577332,"fixest logit",3,"simple",3,1e+06
2,2.42686700820923,"GLFixedEffectModels logit",2,"difficult",3,1e+06
2,0.906410932540894,"fixest logit",2,"difficult",3,1e+06
2,77.0829410552979,"GLFixedEffectModels logit",3,"difficult",3,1e+06
2,64.9023036956787,"fixest logit",3,"difficult",3,1e+06
3,2.27686905860901,"GLFixedEffectModels logit",2,"difficult",3,1e+06
3,0.82917594909668,"fixest logit",2,"difficult",3,1e+06
3,60.7161478996277,"GLFixedEffectModels logit",3,"difficult",3,1e+06
3,29.9165441989899,"fixest logit",3,"difficult",3,1e+06
4,2.16324806213379,"GLFixedEffectModels logit",2,"difficult",3,1e+06
4,0.817727327346802,"fixest logit",2,"difficult",3,1e+06
4,66.0734090805054,"GLFixedEffectModels logit",3,"difficult",3,1e+06
4,62.5530540943146,"fixest logit",3,"difficult",3,1e+06
